time,normal_force,lateral_force
0.0,7.916295728203554,2.0008836717376672
0.01578545570373535,7.944700845886548,2.1290473125472986
0.02233266830444336,7.875901250211166,2.049206558579031
0.03876948356628418,8.009593307639719,2.068671611000364
0.054776668548583984,8.017518127432323,2.0373884307627046
0.07117080688476562,7.798515963811451,2.1059210929286105
0.08782052993774414,7.938228735385509,2.0855979959796027
0.1049342155456543,8.030247441356144,2.154589784275478
0.12040233612060547,7.993838342219296,2.2331533577318896
0.12564873695373535,7.987906475019158,2.1278083888273716
0.138991117477417,8.191326636700955,2.27828338483415
0.1544334888458252,7.954957128408544,2.2560180996608303
0.17034411430358887,7.9932496372078825,2.3157445907510947
0.18738794326782227,8.169383859805684,2.3468582713812514
0.2051868438720703,8.113209780890859,2.3253213122164946
0.22106218338012695,8.21612078699844,2.2545521308320815
0.23872089385986328,8.213821641545529,2.3425179408866112
0.2554197311401367,8.075775289741564,2.3006507846191826
0.271484375,8.27468420219658,2.30666785382638
0.2874271869659424,8.239580407740203,2.43779737760126
0.30526065826416016,8.223895061164464,2.327341439931717
0.32138848304748535,8.039393056513221,2.543664107152036
0.3398170471191406,8.167251762953875,2.511668404408846
0.3554110527038574,8.041542830716331,2.591067762113596
0.3714621067047119,8.151170794080283,2.5445533818352644
0.3873777389526367,8.316549557166477,2.6356848193094304
0.4051203727722168,8.13614392498627,2.6321593202054836
0.42092061042785645,8.25294001164522,2.659847426466924
0.4366607666015625,8.158812319686279,2.5790218622551873
0.4544677734375,8.296087479732892,2.6427276887334106
0.4719722270965576,8.334217473003957,2.6590558735320355
0.4880836009979248,8.333489143925993,2.792025038700279
0.503652811050415,8.201444126592548,2.692052033303522
0.5205411911010742,8.241805688551944,2.8274457168903333
0.5382952690124512,8.311608180854472,2.8962798431161323
0.5542886257171631,8.271176511463707,2.7862108568711745
0.5702688694000244,8.41951185893667,2.902921662071348
0.5906097888946533,8.347012938097894,2.9201098473891323
0.6055006980895996,8.275085598885996,2.910016123599701
0.6206445693969727,8.329813469124225,2.957583925816043
0.6384487152099609,8.339995967104779,2.875001325745386
0.6537799835205078,8.256390065650967,2.9469458799238755
0.6719939708709717,8.246341715455868,3.056816711596391
0.6880676746368408,8.2689784658264,3.1453366968399976
0.703726053237915,8.410911940480492,3.163574825564228
0.7206456661224365,8.358871607824108,3.089673571558848
0.7383930683135986,8.479258715421063,3.1347057587104734
0.7541422843933105,8.491997989171319,3.1284383181869755
0.7697756290435791,8.24859058977805,3.0856896667429705
0.7887082099914551,8.306144666418952,3.1831119013504825
0.8043835163116455,8.414480260965432,3.222289188939894
0.8195459842681885,8.357105566728235,3.253696127007824
0.8380942344665527,8.378187520318496,3.2321356192381274
0.855907678604126,8.443097841742713,3.2587520177741025
0.8717555999755859,8.332145018196433,3.3264942542334532
0.8897111415863037,8.530201465473523,3.35701503601971
0.9053521156311035,8.450621347476941,3.394774863074251
0.9204497337341309,8.383803703030692,3.4615653056753644
0.9369890689849854,8.450118958267836,3.4409815969582644
0.9557487964630127,8.615101235294048,3.472414800802202
0.9714009761810303,8.428665398749155,3.449102266905683
0.9871203899383545,8.3055244389966,3.42851053594049
1.0029842853546143,8.552641459670651,3.512206971743128
1.0216436386108398,8.227764273710969,3.4873503000678756
1.0373613834381104,8.359409788014347,3.392809155468207
1.0525708198547363,8.404805662058983,3.5883015976210655
1.0684878826141357,8.512921502769746,3.6703218230473946
1.0881171226501465,8.331147448437429,3.689424409527079
1.1038048267364502,8.328497078304318,3.5563268039922002
1.1195783615112305,8.49097639672085,3.665837012253111
1.1382951736450195,8.579970804214492,3.7129904256990467
1.1540825366973877,8.491699861501935,3.862987762025515
1.1718885898590088,8.322069535691462,3.813487638118184
1.1870570182800293,8.455410334660153,3.7728903089794485
1.2039353847503662,8.42501647102423,3.7401086206454055
1.2230405807495117,8.310603625750597,3.8346241452387058
1.2386631965637207,8.591645756096323,3.9332670583800007
1.2537119388580322,8.521657983718613,3.9225715986331084
1.2716612815856934,8.36572020725491,3.980726448411478
1.2884588241577148,8.414860202928395,3.900925687435495
1.3044605255126953,8.467307666528194,3.9827480619203177
1.3204607963562012,8.551664853899489,3.952398236657067
1.3386139869689941,8.642116740370522,3.918830040616723
1.355273962020874,8.512559268667712,4.0361895775414895
1.3703219890594482,8.47613376778171,4.117270877985529
1.3874304294586182,8.603956985221425,4.085193734697903
1.405080795288086,8.609019467706325,4.068417274501963
1.4211194515228271,8.425771064031293,4.099411296816149
1.4396021366119385,8.36798969078782,4.118409683626647
1.455291748046875,8.533554254500393,4.196628309570695
1.4703221321105957,8.456188731914418,4.278057498718652
1.487311601638794,8.452493577372321,4.202164166026869
1.505070686340332,8.426780062613114,4.255754276481977
1.521172285079956,8.501229299038107,4.383875691425539
1.5371699333190918,8.570725234290407,4.274013126447393
1.5529663562774658,8.391421508314492,4.269811164129286
1.5717833042144775,8.449842865493192,4.392154926064132
1.5875637531280518,8.661432768225549,4.405192191555679
1.602527379989624,8.41673198158953,4.425348290995546
1.6204557418823242,8.564227454780642,4.370328730054365
1.6382076740264893,8.364042497266228,4.409539702925906
1.6539433002471924,8.451175191420655,4.511274636255227
1.6700596809387207,8.493960437107464,4.514092782854245
1.6885411739349365,8.495828569862478,4.475916536587353
1.7041807174682617,8.562134838526344,4.363238049387444
1.7208313941955566,8.553290851893188,4.646761237070501
1.7380027770996094,8.471482289422802,4.6287943458094505
1.753908395767212,8.577926737157062,4.578254161065156
1.7699775695800781,8.43270168821072,4.598909626336477
1.7860748767852783,8.369171318931375,4.7074569372492245
1.8051044940948486,8.53041518622346,4.700508977934976
1.821169376373291,8.608196889486768,4.701775931464839
1.8364739418029785,8.564022825702434,4.869195750405361
1.8550167083740234,8.571375298379454,4.81299687836393
1.8718016147613525,8.425132834637077,4.814869827953641
1.8885350227355957,8.425737926095291,4.9000244958806
1.9052178859710693,8.5162852473207,4.842956475916318
1.9203581809997559,8.650894385609053,5.025050041759826
1.9379382133483887,8.510557904753176,4.950573643257757
1.955742597579956,8.634473926194461,5.046552712123662
1.9714570045471191,8.242587065529815,5.029780755490607
1.988612174987793,8.19961117765596,4.952395634971211
2.0052988529205322,8.526111537893426,5.013423987055144
2.0213966369628906,8.43489708164914,5.068522623847734
2.0369527339935303,8.221769302118568,4.988571845931392
2.055755615234375,8.508984758305145,5.036779840935063
2.071805477142334,8.401060410971942,5.0721654597146575
2.0895755290985107,8.275666415500371,5.1272972522573
2.105196952819824,8.395389191161561,5.1410439729073785
2.1202921867370605,8.324821475709761,5.1448545060835436
2.136927843093872,8.478284372661342,5.17618256527375
2.1557462215423584,8.317315424218501,5.2109804506675745
2.171682119369507,8.376229049759502,5.303522656201613
2.187440872192383,8.566295511017469,5.330013945477481
2.206285238265991,8.304543155015129,5.301963769831889
2.221836805343628,8.387577151204173,5.319844614083681
2.237305164337158,8.329455238308732,5.349308143334322
2.2535929679870605,8.425688154024005,5.397885035686619
2.2703328132629395,8.54447797136474,5.470970154388566
2.2859723567962646,8.534654494078973,5.471264888936528
2.301872730255127,8.287508614496604,5.480218252621078
2.3214995861053467,8.367917013083073,5.5111307943061085
2.3373868465423584,8.272761284589217,5.517981490098452
2.3548457622528076,8.381562362592055,5.625896457001668
2.3714983463287354,8.274019668415098,5.506677901291467
2.387357711791992,8.395790685938897,5.552997286619373
2.4031643867492676,8.291246489356702,5.664632512579618
2.41902232170105,8.477269196822458,5.771944868200715
2.438072443008423,8.207270052326704,5.688283570982377
2.454153299331665,8.212064479944562,5.677731873671191
2.470104694366455,8.500102023732259,5.5986730272579495
2.4873125553131104,8.551646325984418,5.8119543373417155
2.5051538944244385,8.329164594401181,5.759396589044623
2.521226406097412,8.413556897689768,5.711665511313325
2.538501739501953,8.203967728338078,5.82255893493228
2.555201292037964,8.320164586574103,5.938770325786008
2.5712509155273438,8.404790784856129,5.896898221097733
2.587164878845215,8.185110230288524,5.864070506846317
2.6049892902374268,8.276330868186717,5.8969903327809075
2.6211018562316895,8.235715058302105,5.921619200210755
2.6372194290161133,8.189610981768533,6.0720122004358466
2.6552414894104004,8.345537684407962,6.037161247670955
2.671738386154175,8.138235787007929,6.04340689664615
2.6894876956939697,8.19416084391818,6.077331018852726
2.705461263656616,8.21383163507291,5.95813221768812
2.720245122909546,8.269737608017588,6.002503037980563
2.7391180992126465,8.29702523521633,6.156722779998858
2.755258560180664,8.396217383681245,6.047806573790354
2.7718544006347656,8.30418888895567,6.1922585372417185
2.7885584831237793,8.037106724814944,6.166152989860726
2.8045754432678223,8.142400039398982,6.087871937215496
2.820561647415161,8.28770980531894,6.232619969555737
2.838540554046631,8.203163855773726,6.335780063842165
2.8545567989349365,8.085628056023202,6.26096873113381
2.870232105255127,8.067995845064447,6.339410284428683
2.8860487937927246,8.372580950251704,6.327516822354914
2.9051103591918945,8.224010369296415,6.379769156282079
2.9210407733917236,8.050214100767636,6.346843313054621
2.936447858810425,8.030356133639108,6.296640481365148
2.953907012939453,8.132101886063392,6.409972610333543
2.971550941467285,8.0851592757075,6.538000092535832
2.9872705936431885,8.11327268221447,6.4220325482930765
3.003021240234375,8.09495743186087,6.515392494321522
3.021685838699341,8.194920328020816,6.511646705658464
3.0373425483703613,8.077522206311611,6.594879769715319
3.052361249923706,8.038344700489045,6.595772157884244
3.071305513381958,8.035144094581314,6.584114700078411
3.087980270385742,8.098765382507388,6.56732067114359
3.1036548614501953,8.056803222834725,6.61630440613664
3.119370937347412,7.875343198189588,6.703911691426679
3.138211488723755,7.871654057496568,6.774811725212546
3.154029130935669,7.912149461092196,6.734162006875873
3.169188976287842,7.8629484147501225,6.775749179062449
3.188180923461914,7.9306359692726085,6.722890981676304
3.204923152923584,7.924507868157363,6.749115436754576
3.2217605113983154,7.968244107792259,6.8800320575867175
3.22717022895813,8.029203212016997,6.795273825544041
3.2424862384796143,7.978995046012274,6.836566198880839
3.255396842956543,8.014727057531415,6.9597299074815595
3.2705445289611816,7.890780352085979,6.9730508862467735
3.2882792949676514,7.8654069694515085,7.000010372242369
3.3035080432891846,7.833780128019545,6.966435309568591
3.3217873573303223,7.83296084442996,6.986015535551914
3.3374719619750977,7.720306129467664,7.018222914371712
3.3534679412841797,7.908124265233515,7.061993184113061
3.36855149269104,7.8888230971408095,7.042080709012614
3.3883543014526367,7.865192965019069,7.168491076034434
3.4040944576263428,7.812650710479858,7.104962416053113
3.426203966140747,7.83747615993778,7.219524795710616
3.4388387203216553,7.888269441727549,7.216270546290874
3.4542911052703857,7.64101713673719,7.2766313439933885
3.469562292098999,7.949138989532993,7.230140578300614
3.4851715564727783,7.802564750133722,7.270779200820232
3.505143880844116,7.685499539134424,7.279235841314545
3.521212577819824,7.735784870326668,7.279833965749143
3.5383517742156982,7.882108056823565,7.306194323798435
3.555081367492676,7.900168798806685,7.216127179512995
3.5701329708099365,7.780327416067255,7.413564879471637
3.5871715545654297,7.725760797586378,7.406381077135742
3.604989528656006,7.784091591806091,7.4407693798013606
3.620717763900757,7.745833391949801,7.4549598631593845
3.6364476680755615,7.735777484022228,7.379202638792076
3.6530869007110596,7.776248369788414,7.440169409229758
3.671750068664551,7.682214149076633,7.491480410095075
3.687891960144043,7.71971857634011,7.534969735747341
3.70344877243042,7.513153833268818,7.5695057994388515
3.7207093238830566,7.589128310767067,7.613849955101624
3.7384603023529053,7.682489279350792,7.618080224029852
3.7544496059417725,7.601013209349237,7.646906157470215
3.77173113822937,7.7897988088075625,7.598031331017242
3.788282871246338,7.853914517853839,7.72952082281768
3.803297519683838,7.666415620442138,7.766695484454463
3.8189945220947266,7.734334664835274,7.633857680480293
3.8367152214050293,7.83787215954899,7.847726795981262
3.852510452270508,7.5252716249333105,7.783234327488041
3.868452787399292,7.66043534805452,7.716891055258911
3.8883492946624756,7.512596545859729,7.919315037543259
3.904356002807617,7.704660971263,7.858441218499131
